particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability,source_x,source_y,release_offset_m,impulse_voltage_V,initial_speed_mps,charge_number_e,charge_model,particle_model
14,0.1781273465394255,0.024,-135.46827650863986,31.80026841194027,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1781273465394255,0.0219999999999999,0.002,9.569070583484905,139.15067736555488,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
15,0.1680547999344002,0.024,-187.477397910662,260.0,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1680547999344002,0.0219999999999999,0.002,45.66721445637212,320.542937416117,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
16,0.1546150619014218,0.024,-164.3580520002693,138.93664082902427,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1546150619014218,0.0219999999999999,0.002,21.78267287091949,215.21375286485883,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
17,0.1773677681147136,0.024,-14.328036206723011,188.9177744133345,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1773677681147136,0.0219999999999999,0.002,16.38910483747336,189.46033387183903,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
18,0.160497266897517,0.024,-88.15843764251161,132.02165106975335,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.160497266897517,0.0219999999999999,0.002,11.991593454622526,158.75020150775342,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
19,0.1732298952003681,0.024,0.7140974771283685,293.4976642606832,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1732298952003681,0.0219999999999999,0.002,40.80683709738416,293.4985329804624,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
20,0.1537381989489523,0.024,-157.75921609192906,120.50784573787968,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1537381989489523,0.0219999999999999,0.002,18.367888685382155,198.51980038858736,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
21,0.1694654606070134,0.024,15.898656559942427,257.0763890644779,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1694654606070134,0.0219999999999999,0.002,29.9432292613008,257.56753889968707,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
22,0.1629001809635067,0.024,-213.57526045847112,89.65254711019746,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1629001809635067,0.0219999999999999,0.002,23.23874934082817,231.62895130628635,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
23,0.165072849308458,0.024,-172.60669244634397,92.97578907241648,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.165072849308458,0.0219999999999999,0.002,17.58962894545381,196.05501174646173,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
24,0.1750115135751997,0.024,-52.57002037620927,81.13552277065659,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1750115135751997,0.0219999999999999,0.002,5.283110738911599,96.67771251753318,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
25,0.1562052433048278,0.024,-195.50540819660927,29.648055591578608,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1562052433048278,0.0219999999999999,0.002,19.653854531764512,197.7406681350201,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
26,0.1638306801930468,0.024,-193.6565867516866,90.1579615797262,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1638306801930468,0.0219999999999999,0.002,23.55802547043378,213.61491434009213,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
27,0.1732848793748592,0.024,-77.65662218996769,91.51501192112664,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1732848793748592,0.0219999999999999,0.002,8.032192870465334,120.02311601053913,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
28,0.1686254650788656,0.024,-181.98475563543448,99.56749805939526,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1686254650788656,0.0219999999999999,0.002,21.278412879321795,207.44189054647688,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
29,0.174680988478154,0.024,-40.751550283930406,204.0581065555544,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.174680988478154,0.0219999999999999,0.002,23.12507306547075,208.08748088624097,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
30,0.1644211526366473,0.024,-89.91582349944862,109.63950491049768,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1644211526366473,0.0219999999999999,0.002,10.025986755129209,141.79448632652483,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
31,0.1666612385019025,0.024,-253.23726015766823,260.0,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1666612385019025,0.0219999999999999,0.002,90.0,362.9450508440121,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
32,0.1547074937885672,0.024,-27.930946236263324,106.00442613912608,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1547074937885672,0.0219999999999999,0.002,5.845298423892755,109.6224252547738,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
33,0.1707796385911288,0.024,-206.7425131043516,63.09576992637104,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1707796385911288,0.0219999999999999,0.002,23.44503180977477,216.15629277748204,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
34,0.1774482244483961,0.024,-66.4517893863331,59.591275356907545,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1774482244483961,0.0219999999999999,0.002,4.295953586002471,89.25783109233805,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
35,0.1716308795921778,0.024,-146.60985317267793,21.490842106400223,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1716308795921778,0.0219999999999999,0.002,10.48750222806107,148.17660187005373,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
36,0.1731187499542958,0.024,-81.35508795307494,101.17702011640648,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1731187499542958,0.0219999999999999,0.002,8.580887148035082,129.82850124486643,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
37,0.1730703950930885,0.024,-156.20507107686674,43.66862595996158,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1730703950930885,0.0219999999999999,0.002,15.708601269647506,162.19424503773251,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
38,0.1732055759034811,0.024,-264.4110959807666,55.16777438033764,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1732055759034811,0.0219999999999999,0.002,29.7970410929086,270.1049999682161,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
39,0.1589674108966009,0.024,-175.1635181818376,32.80494708867246,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1589674108966009,0.0219999999999999,0.002,13.870240179696465,178.20892978560178,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
40,0.157425678080908,0.024,-90.0491381138752,239.85576358520103,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.157425678080908,0.0219999999999999,0.002,28.9707705934678,256.2023313713043,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
41,0.1612181625422725,0.024,15.497708935200658,125.5765614643167,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1612181625422725,0.0219999999999999,0.002,7.244271536182467,126.52925263132438,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
42,0.1623506665086115,0.024,-133.15420816170234,91.55861191106096,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1623506665086115,0.0219999999999999,0.002,10.665024788610848,161.59524301863044,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
43,0.1658737050600204,0.024,-53.217449675477454,223.86815963886585,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1658737050600204,0.0219999999999999,0.002,27.61184460029849,230.10660540291903,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
44,0.1789031229487715,0.024,-9.97445298605866,162.0457603818512,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1789031229487715,0.0219999999999999,0.002,11.1567949397898,162.35245045918904,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
45,0.1650876780137141,0.024,-133.44649849203043,46.498614604730165,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1650876780137141,0.0219999999999999,0.002,8.709521586010764,141.31556573832447,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
46,0.1537113819077736,0.024,-207.65529206563588,260.0,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1537113819077736,0.0219999999999999,0.002,74.15568849827153,332.7472318785906,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
47,0.1638522105487825,0.024,9.264265409077288,149.24681103564885,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1638522105487825,0.0219999999999999,0.002,9.96535920273902,149.5340670813193,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
48,0.1782281987649058,0.024,-282.65531132281774,11.449910882195168,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1782281987649058,0.0219999999999999,0.002,38.813145788898765,282.8871249778067,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
49,0.162062464852015,0.024,-149.36325144977633,114.22184124431868,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.162062464852015,0.0219999999999999,0.002,15.864263988762785,188.0319385128268,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
50,0.1721482606918532,0.024,-242.9271325720325,134.55699349366964,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1721482606918532,0.0219999999999999,0.002,36.9220202886904,277.7033961580688,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
51,0.1787102101230155,0.024,-234.1869621694031,125.02851324333888,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1787102101230155,0.0219999999999999,0.002,35.10985070095124,265.47252658980216,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
52,0.155163664385317,0.024,-98.44613283034715,42.758297202189645,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.155163664385317,0.0219999999999999,0.002,6.24293851704816,107.3308578596162,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
53,0.1691602722857121,0.024,-254.57084419719524,17.05673164179485,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1691602722857121,0.0219999999999999,0.002,37.185787075214655,255.1416210843948,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
54,0.1617770224964135,0.024,130.25922445718174,289.2002753612578,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1617770224964135,0.0219999999999999,0.002,47.233146865727136,317.1817536133089,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
55,0.176748437247701,0.024,-99.74473914995872,91.48364892942504,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.176748437247701,0.0219999999999999,0.002,11.229677630895054,135.34500733139586,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
56,0.1646462807859312,0.024,-79.35611817438505,24.60623284756996,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1646462807859312,0.0219999999999999,0.002,4.1816294788989286,83.08345314595317,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
57,0.1730998767672123,0.024,-39.109721430972606,150.0425864745109,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1730998767672123,0.0219999999999999,0.002,9.412176787374472,155.05595140583725,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
58,0.1668123543189997,0.024,106.5655364702621,200.81698880955207,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1668123543189997,0.0219999999999999,0.002,22.799510684847256,227.34044197575253,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
59,0.1644346696678374,0.024,-195.5324202392948,3.159785763156404,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1644346696678374,0.0219999999999999,0.002,19.877714269800403,195.5579494950416,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
60,0.1586760450718144,0.024,-138.64817846974597,88.38520239780762,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1586760450718144,0.0219999999999999,0.002,12.182249700911768,164.42402925326928,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
61,0.1626314016971253,0.024,-145.96076848455743,46.07797510376998,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1626314016971253,0.0219999999999999,0.002,11.650954822563842,153.0611829506953,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
62,0.159068630838969,0.024,-289.87101023518755,111.13813106314043,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.159068630838969,0.0219999999999999,0.002,49.168710368832976,310.44627031255504,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
63,0.1783146951728174,0.024,-157.85258222158845,17.7711870846204,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1783146951728174,0.0219999999999999,0.002,11.659237487344354,158.84978062439973,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
64,0.1654371749577804,0.024,-109.86838114507924,21.019922902313773,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1654371749577804,0.0219999999999999,0.002,7.781133611089253,111.8610671067446,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
65,0.1580007185169408,0.024,-194.9187393776947,61.18622905717607,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1580007185169408,0.0219999999999999,0.002,20.65491091350944,204.2965236777829,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
66,0.1578628780072044,0.024,-169.65751505180518,14.746174263279402,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1578628780072044,0.0219999999999999,0.002,12.911942334614404,170.29715813529157,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
67,0.1766619688046562,0.024,-115.41514797496176,123.00659417451618,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1766619688046562,0.0219999999999999,0.002,14.392418503701274,168.67506808208626,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
68,0.1783394820560168,0.024,-138.46231801244164,57.27033616872319,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1783394820560168,0.0219999999999999,0.002,9.903009338259771,149.838929902269,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
69,0.1603406533399284,0.024,-149.6091600084998,12.367182238698646,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1603406533399284,0.0219999999999999,0.002,8.912424671828699,150.1194456257219,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
70,0.176654991808003,0.024,-143.56015189651794,55.34688009757616,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.176654991808003,0.0219999999999999,0.002,11.640653032518834,153.85965796493497,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
71,0.176536856513054,0.024,-150.0848659872207,3.656179079514916,0.0,9.215338450530062e-21,2e-08,2200,-9.57445098262955e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.176536856513054,0.0219999999999999,0.002,8.234298337767338,150.12939300437966,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
