save_index,time_s,step_name,segment_name
184,0.46000000000000035,run,run
185,0.46250000000000036,run,run
186,0.46500000000000036,run,run
187,0.46750000000000036,run,run
188,0.47000000000000036,run,run
189,0.47250000000000036,run,run
190,0.47500000000000037,run,run
191,0.47750000000000037,run,run
192,0.48000000000000037,run,run
193,0.4825000000000004,run,run
194,0.4850000000000004,run,run
195,0.4875000000000004,run,run
196,0.4900000000000004,run,run
197,0.4925000000000004,run,run
198,0.4950000000000004,run,run
199,0.4975000000000004,run,run
200,0.5000000000000003,run,run
201,0.5025000000000003,run,run
202,0.5050000000000002,run,run
203,0.5075000000000002,run,run
204,0.5100000000000001,run,run
205,0.5125000000000001,run,run
206,0.515,run,run
207,0.5175,run,run
208,0.5199999999999999,run,run
209,0.5224999999999999,run,run
210,0.5249999999999998,run,run
211,0.5274999999999997,run,run
212,0.5299999999999997,run,run
213,0.5324999999999996,run,run
214,0.5349999999999996,run,run
215,0.5374999999999995,run,run
216,0.5399999999999995,run,run
217,0.5424999999999994,run,run
218,0.5449999999999994,run,run
219,0.5474999999999993,run,run
220,0.5499999999999993,run,run
221,0.5524999999999992,run,run
222,0.5549999999999992,run,run
223,0.5574999999999991,run,run
224,0.559999999999999,run,run
225,0.562499999999999,run,run
226,0.564999999999999,run,run
227,0.5674999999999989,run,run
228,0.5699999999999988,run,run
229,0.5724999999999988,run,run
230,0.5749999999999987,run,run
231,0.5774999999999987,run,run
232,0.5799999999999986,run,run
233,0.5824999999999986,run,run
234,0.5849999999999985,run,run
235,0.5874999999999985,run,run
236,0.5899999999999984,run,run
237,0.5924999999999984,run,run
238,0.5949999999999983,run,run
239,0.5974999999999983,run,run
240,0.5999999999999982,run,run
241,0.6024999999999981,run,run
242,0.6049999999999981,run,run
243,0.607499999999998,run,run
244,0.609999999999998,run,run
245,0.6124999999999979,run,run
246,0.6149999999999979,run,run
247,0.6174999999999978,run,run
248,0.6199999999999978,run,run
249,0.6224999999999977,run,run
250,0.6249999999999977,run,run
251,0.6274999999999976,run,run
252,0.6299999999999976,run,run
253,0.6324999999999975,run,run
254,0.6349999999999975,run,run
255,0.6374999999999974,run,run
256,0.6399999999999973,run,run
257,0.6424999999999973,run,run
258,0.6449999999999972,run,run
259,0.6474999999999972,run,run
260,0.6499999999999971,run,run
261,0.6524999999999971,run,run
262,0.654999999999997,run,run
263,0.657499999999997,run,run
264,0.6599999999999969,run,run
265,0.6624999999999969,run,run
266,0.6649999999999968,run,run
267,0.6674999999999968,run,run
268,0.6699999999999967,run,run
269,0.6724999999999967,run,run
270,0.6749999999999966,run,run
271,0.6774999999999965,run,run
272,0.6799999999999965,run,run
273,0.6824999999999964,run,run
274,0.6849999999999964,run,run
275,0.6874999999999963,run,run
276,0.6899999999999963,run,run
277,0.6924999999999962,run,run
278,0.6949999999999962,run,run
279,0.6974999999999961,run,run
280,0.6999999999999961,run,run
281,0.702499999999996,run,run
282,0.704999999999996,run,run
283,0.7074999999999959,run,run
284,0.7099999999999959,run,run
285,0.7124999999999958,run,run
286,0.7149999999999958,run,run
287,0.7174999999999957,run,run
288,0.7199999999999956,run,run
289,0.7224999999999956,run,run
290,0.7249999999999955,run,run
291,0.7274999999999955,run,run
292,0.7299999999999954,run,run
293,0.7324999999999954,run,run
294,0.7349999999999953,run,run
295,0.7374999999999953,run,run
296,0.7399999999999952,run,run
297,0.7424999999999952,run,run
298,0.7449999999999951,run,run
299,0.7474999999999951,run,run
300,0.749999999999995,run,run
301,0.752499999999995,run,run
302,0.7549999999999949,run,run
303,0.7574999999999948,run,run
304,0.7599999999999948,run,run
305,0.7624999999999947,run,run
306,0.7649999999999947,run,run
307,0.7674999999999946,run,run
308,0.7699999999999946,run,run
309,0.7724999999999945,run,run
310,0.7749999999999945,run,run
311,0.7774999999999944,run,run
312,0.7799999999999944,run,run
313,0.7824999999999943,run,run
314,0.7849999999999943,run,run
315,0.7874999999999942,run,run
316,0.7899999999999942,run,run
317,0.7924999999999941,run,run
318,0.794999999999994,run,run
319,0.797499999999994,run,run
320,0.7999999999999939,run,run
321,0.8,run,run
