particle_id,source_part_id,resolved_material_id,law_name,event_tag,matched_events,event_factor,release_enabled,original_release_time_s,step_name,step_source_law_override,step_source_speed_scale,step_source_event_gain_scale,step_source_enabled,offset_m,source_delta_speed_mps,final_speed_mps,resolved_release_time_s
26,7,2,explicit_csv,,start_boost,1.0298763550500836,1,0.001,,,1.0,1.0,1,0.0,0.0,0.0,0.001
27,8,1,explicit_csv,,start_boost,1.0299930403539792,1,0.00104,,,1.0,1.0,1,0.0,0.0,0.0,0.00104
28,9,2,explicit_csv,,start_boost,1.0301100609443394,1,0.00108,,,1.0,1.0,1,0.0,0.0,0.0,0.00108
29,1,1,explicit_csv,,start_boost,1.0302274171913262,1,0.00112,,,1.0,1.0,1,0.0,0.0,0.0,0.00112
30,2,2,explicit_csv,,start_boost,1.0303451094625087,1,0.00116,,,1.0,1.0,1,0.0,0.0,0.0,0.00116
31,5,1,explicit_csv,,start_boost,1.0304631381228484,1,0.0012,,,1.0,1.0,1,0.0,0.0,0.0,0.0012
32,6,2,explicit_csv,,start_boost,1.0305815035346821,1,0.00124,,,1.0,1.0,1,0.0,0.0,0.0,0.00124
33,7,1,explicit_csv,,start_boost,1.0307002060577064,1,0.00128,,,1.0,1.0,1,0.0,0.0,0.0,0.00128
34,8,2,explicit_csv,,start_boost,1.030819246048962,1,0.00132,,,1.0,1.0,1,0.0,0.0,0.0,0.00132
35,9,1,explicit_csv,,start_boost,1.0309386238628169,1,0.00136,,,1.0,1.0,1,0.0,0.0,0.0,0.00136
36,1,2,explicit_csv,,start_boost,1.0310583398509507,1,0.0014,,,1.0,1.0,1,0.0,0.0,0.0,0.0014
37,2,1,explicit_csv,,start_boost,1.0311783943623392,1,0.00144,,,1.0,1.0,1,0.0,0.0,0.0,0.00144
38,5,2,explicit_csv,,start_boost,1.0312987877432365,1,0.00148,,,1.0,1.0,1,0.0,0.0,0.0,0.00148
39,6,1,explicit_csv,,start_boost,1.0314195203371614,1,0.00152,,,1.0,1.0,1,0.0,0.0,0.0,0.00152
40,7,2,explicit_csv,,start_boost,1.0315405924848795,1,0.00156,,,1.0,1.0,1,0.0,0.0,0.0,0.00156
41,8,1,explicit_csv,,start_boost,1.0316620045243878,1,0.0016,,,1.0,1.0,1,0.0,0.0,0.0,0.0016
42,9,2,explicit_csv,,start_boost,1.0317837567908985,1,0.00164,,,1.0,1.0,1,0.0,0.0,0.0,0.00164
43,1,1,explicit_csv,,start_boost,1.031905849616823,1,0.00168,,,1.0,1.0,1,0.0,0.0,0.0,0.00168
44,2,2,explicit_csv,,start_boost,1.0320282833317553,1,0.00172,,,1.0,1.0,1,0.0,0.0,0.0,0.00172
45,5,1,explicit_csv,,start_boost,1.0321510582624573,1,0.00176,,,1.0,1.0,1,0.0,0.0,0.0,0.00176
46,6,2,explicit_csv,,start_boost,1.032274174732841,1,0.0018,,,1.0,1.0,1,0.0,0.0,0.0,0.0018
47,7,1,explicit_csv,,start_boost,1.0323976330639528,1,0.00184,,,1.0,1.0,1,0.0,0.0,0.0,0.00184
48,8,2,explicit_csv,,start_boost,1.0325214335739583,1,0.00188,,,1.0,1.0,1,0.0,0.0,0.0,0.00188
49,9,1,explicit_csv,,start_boost,1.0326455765781253,1,0.00192,,,1.0,1.0,1,0.0,0.0,0.0,0.00192
50,1,2,explicit_csv,,start_boost,1.032770062388808,1,0.00196,,,1.0,1.0,1,0.0,0.0,0.0,0.00196
51,2,1,explicit_csv,,start_boost,1.032894891315431,1,0.002,,,1.0,1.0,1,0.0,0.0,0.0,0.002
52,5,2,explicit_csv,,start_boost,1.0330200636644724,1,0.00204,,,1.0,1.0,1,0.0,0.0,0.0,0.00204
53,6,1,explicit_csv,,start_boost,1.0331455797394484,1,0.00208,,,1.0,1.0,1,0.0,0.0,0.0,0.00208
54,7,2,explicit_csv,,start_boost,1.0332714398408978,1,0.00212,,,1.0,1.0,1,0.0,0.0,0.0,0.00212
55,8,1,explicit_csv,,start_boost,1.0333976442663637,1,0.00216,,,1.0,1.0,1,0.0,0.0,0.0,0.00216
56,9,2,explicit_csv,,start_boost,1.03352419331038,1,0.0022,,,1.0,1.0,1,0.0,0.0,0.0,0.0022
57,1,1,explicit_csv,,start_boost,1.033651087264453,1,0.00224,,,1.0,1.0,1,0.0,0.0,0.0,0.00224
58,2,2,explicit_csv,,start_boost,1.033778326417047,1,0.00228,,,1.0,1.0,1,0.0,0.0,0.0,0.00228
59,5,1,explicit_csv,,start_boost,1.0339059110535669,1,0.00232,,,1.0,1.0,1,0.0,0.0,0.0,0.00232
60,6,2,explicit_csv,,start_boost,1.0340338414563426,1,0.00236,,,1.0,1.0,1,0.0,0.0,0.0,0.00236
61,7,1,explicit_csv,,start_boost,1.034162117904613,1,0.0024,,,1.0,1.0,1,0.0,0.0,0.0,0.0024
62,8,2,explicit_csv,,start_boost,1.0342907406745097,1,0.00244,,,1.0,1.0,1,0.0,0.0,0.0,0.00244
63,9,1,explicit_csv,,start_boost,1.0344197100390404,1,0.00248,,,1.0,1.0,1,0.0,0.0,0.0,0.00248
64,1,2,explicit_csv,,start_boost,1.0345490262680739,1,0.00252,,,1.0,1.0,1,0.0,0.0,0.0,0.00252
65,2,1,explicit_csv,,start_boost,1.0346786896283224,1,0.00256,,,1.0,1.0,1,0.0,0.0,0.0,0.00256
66,5,2,explicit_csv,,start_boost,1.0348087003833273,1,0.0026,,,1.0,1.0,1,0.0,0.0,0.0,0.0026
67,6,1,explicit_csv,,start_boost,1.034939058793441,1,0.00264,,,1.0,1.0,1,0.0,0.0,0.0,0.00264
68,7,2,explicit_csv,,start_boost,1.0350697651158125,1,0.00268,,,1.0,1.0,1,0.0,0.0,0.0,0.00268
69,8,1,explicit_csv,,start_boost,1.03520081960437,1,0.00272,,,1.0,1.0,1,0.0,0.0,0.0,0.00272
70,9,2,explicit_csv,,start_boost,1.0353322225098058,1,0.00276,,,1.0,1.0,1,0.0,0.0,0.0,0.00276
71,1,1,explicit_csv,,start_boost,1.0354639740795593,1,0.0028,,,1.0,1.0,1,0.0,0.0,0.0,0.0028
72,2,2,explicit_csv,,start_boost,1.0355960745578017,1,0.00284,,,1.0,1.0,1,0.0,0.0,0.0,0.00284
73,5,1,explicit_csv,,start_boost,1.0357285241854193,1,0.00288,,,1.0,1.0,1,0.0,0.0,0.0,0.00288
74,6,2,explicit_csv,,start_boost,1.0358613231999976,1,0.00292,,,1.0,1.0,1,0.0,0.0,0.0,0.00292
75,7,1,explicit_csv,,start_boost,1.0359944718358056,1,0.00296,,,1.0,1.0,1,0.0,0.0,0.0,0.00296
76,8,2,explicit_csv,,start_boost,1.036127970323779,1,0.003,,,1.0,1.0,1,0.0,0.0,0.0,0.003
77,9,1,explicit_csv,,start_boost,1.036261818891504,1,0.00304,,,1.0,1.0,1,0.0,0.0,0.0,0.00304
78,1,2,explicit_csv,,start_boost,1.0363960177632028,1,0.00308,,,1.0,1.0,1,0.0,0.0,0.0,0.00308
79,2,1,explicit_csv,,start_boost,1.0365305671597158,1,0.00312,,,1.0,1.0,1,0.0,0.0,0.0,0.00312
80,5,2,explicit_csv,,start_boost,1.0366654672984863,1,0.00316,,,1.0,1.0,1,0.0,0.0,0.0,0.00316
81,6,1,explicit_csv,,start_boost,1.036800718393544,1,0.0032,,,1.0,1.0,1,0.0,0.0,0.0,0.0032
82,7,2,explicit_csv,,start_boost,1.0369363206554898,1,0.00324,,,1.0,1.0,1,0.0,0.0,0.0,0.00324
83,8,1,explicit_csv,,start_boost,1.037072274291479,1,0.00328,,,1.0,1.0,1,0.0,0.0,0.0,0.00328
84,9,2,explicit_csv,,start_boost,1.037208579505206,1,0.00332,,,1.0,1.0,1,0.0,0.0,0.0,0.00332
85,1,1,explicit_csv,,start_boost,1.0373452364968871,1,0.00336,,,1.0,1.0,1,0.0,0.0,0.0,0.00336
86,2,2,explicit_csv,,start_boost,1.0374822454632457,1,0.0034,,,1.0,1.0,1,0.0,0.0,0.0,0.0034
87,5,1,explicit_csv,,start_boost,1.0376196065974963,1,0.00344,,,1.0,1.0,1,0.0,0.0,0.0,0.00344
88,6,2,explicit_csv,,start_boost,1.037757320089327,1,0.00348,,,1.0,1.0,1,0.0,0.0,0.0,0.00348
89,7,1,explicit_csv,,start_boost,1.037895386124886,1,0.00352,,,1.0,1.0,1,0.0,0.0,0.0,0.00352
90,8,2,explicit_csv,,start_boost,1.0380338048867632,1,0.00356,,,1.0,1.0,1,0.0,0.0,0.0,0.00356
91,9,1,explicit_csv,,start_boost,1.038172576553976,1,0.0036,,,1.0,1.0,1,0.0,0.0,0.0,0.0036
92,1,2,explicit_csv,,start_boost,1.0383117013019525,1,0.00364,,,1.0,1.0,1,0.0,0.0,0.0,0.00364
93,2,1,explicit_csv,,start_boost,1.0384511793025157,1,0.00368,,,1.0,1.0,1,0.0,0.0,0.0,0.00368
94,5,2,explicit_csv,,start_boost,1.0385910107238683,1,0.00372,,,1.0,1.0,1,0.0,0.0,0.0,0.00372
95,6,1,explicit_csv,,start_boost,1.0387311957305756,1,0.00376,,,1.0,1.0,1,0.0,0.0,0.0,0.00376
96,7,2,explicit_csv,,start_boost,1.038871734483551,1,0.0038,,,1.0,1.0,1,0.0,0.0,0.0,0.0038
97,8,1,explicit_csv,,start_boost,1.0390126271400384,1,0.00384,,,1.0,1.0,1,0.0,0.0,0.0,0.00384
98,9,2,explicit_csv,,start_boost,1.0391538738535988,1,0.00388,,,1.0,1.0,1,0.0,0.0,0.0,0.00388
99,1,1,explicit_csv,,start_boost,1.0392954747740921,1,0.00392,,,1.0,1.0,1,0.0,0.0,0.0,0.00392
100,2,2,explicit_csv,,start_boost,1.0394374300476625,1,0.00396,,,1.0,1.0,1,0.0,0.0,0.0,0.00396
101,5,1,explicit_csv,,start_boost,1.0395797398167228,1,0.004,,,1.0,1.0,1,0.0,0.0,0.0,0.004
102,6,2,explicit_csv,,start_boost,1.0397224042199384,1,0.00404,,,1.0,1.0,1,0.0,0.0,0.0,0.00404
103,7,1,explicit_csv,,start_boost,1.0398654233922113,1,0.00408,,,1.0,1.0,1,0.0,0.0,0.0,0.00408
104,8,2,explicit_csv,,start_boost,1.0400087974646646,1,0.00412,,,1.0,1.0,1,0.0,0.0,0.0,0.00412
105,9,1,explicit_csv,,start_boost,1.0401525265646265,1,0.00416,,,1.0,1.0,1,0.0,0.0,0.0,0.00416
106,1,2,explicit_csv,,start_boost,1.040296610815616,1,0.0042,,,1.0,1.0,1,0.0,0.0,0.0,0.0042
107,2,1,explicit_csv,,start_boost,1.0404410503373247,1,0.00424,,,1.0,1.0,1,0.0,0.0,0.0,0.00424
108,5,2,explicit_csv,,start_boost,1.0405858452456034,1,0.00428,,,1.0,1.0,1,0.0,0.0,0.0,0.00428
109,6,1,explicit_csv,,start_boost,1.040730995652446,1,0.00432,,,1.0,1.0,1,0.0,0.0,0.0,0.00432
110,7,2,explicit_csv,,start_boost,1.0408765016659725,1,0.00436,,,1.0,1.0,1,0.0,0.0,0.0,0.00436
111,8,1,explicit_csv,,start_boost,1.0410223633904154,1,0.0044,,,1.0,1.0,1,0.0,0.0,0.0,0.0044
112,9,2,explicit_csv,,start_boost,1.0411685809261026,1,0.00444,,,1.0,1.0,1,0.0,0.0,0.0,0.00444
113,1,1,explicit_csv,,start_boost,1.0413151543694432,1,0.00448,,,1.0,1.0,1,0.0,0.0,0.0,0.00448
114,2,2,explicit_csv,,start_boost,1.0414620838129105,1,0.00452,,,1.0,1.0,1,0.0,0.0,0.0,0.00452
115,5,1,explicit_csv,,start_boost,1.0416093693450275,1,0.00456,,,1.0,1.0,1,0.0,0.0,0.0,0.00456
116,6,2,explicit_csv,,start_boost,1.0417570110503511,1,0.0046,,,1.0,1.0,1,0.0,0.0,0.0,0.0046
117,7,1,explicit_csv,,start_boost,1.0419050090094573,1,0.00464,,,1.0,1.0,1,0.0,0.0,0.0,0.00464
118,8,2,explicit_csv,,start_boost,1.0420533632989246,1,0.00468,,,1.0,1.0,1,0.0,0.0,0.0,0.00468
119,9,1,explicit_csv,,start_boost,1.0422020739913194,1,0.00472,,,1.0,1.0,1,0.0,0.0,0.0,0.00472
120,1,2,explicit_csv,,start_boost,1.0423511411551807,1,0.00476,,,1.0,1.0,1,0.0,0.0,0.0,0.00476
121,2,1,explicit_csv,,start_boost,1.0425005648550045,1,0.0048,,,1.0,1.0,1,0.0,0.0,0.0,0.0048
122,5,2,explicit_csv,,start_boost,1.042650345151228,1,0.00484,,,1.0,1.0,1,0.0,0.0,0.0,0.00484
123,6,1,explicit_csv,,start_boost,1.0428004821002155,1,0.00488,,,1.0,1.0,1,0.0,0.0,0.0,0.00488
124,7,2,explicit_csv,,start_boost,1.042950975754242,1,0.00492,,,1.0,1.0,1,0.0,0.0,0.0,0.00492
125,8,1,explicit_csv,,start_boost,1.0431018261614786,1,0.00496,,,1.0,1.0,1,0.0,0.0,0.0,0.00496
126,9,2,explicit_csv,,start_boost,1.0432530333659775,1,0.005,,,1.0,1.0,1,0.0,0.0,0.0,0.005
127,1,1,explicit_csv,,start_boost,1.0434045974076558,1,0.00504,,,1.0,1.0,1,0.0,0.0,0.0,0.00504
128,2,2,explicit_csv,,start_boost,1.0435565183222812,1,0.00508,,,1.0,1.0,1,0.0,0.0,0.0,0.00508
129,5,1,explicit_csv,,start_boost,1.0437087961414573,1,0.00512,,,1.0,1.0,1,0.0,0.0,0.0,0.00512
130,6,2,explicit_csv,,start_boost,1.043861430892607,1,0.00516,,,1.0,1.0,1,0.0,0.0,0.0,0.00516
131,7,1,explicit_csv,,start_boost,1.0440144225989592,1,0.0052,,,1.0,1.0,1,0.0,0.0,0.0,0.0052
132,8,2,explicit_csv,,start_boost,1.0441677712795323,1,0.00524,,,1.0,1.0,1,0.0,0.0,0.0,0.00524
133,9,1,explicit_csv,,start_boost,1.04432147694912,1,0.00528,,,1.0,1.0,1,0.0,0.0,0.0,0.00528
134,1,2,explicit_csv,,start_boost,1.0444755396182768,1,0.00532,,,1.0,1.0,1,0.0,0.0,0.0,0.00532
135,2,1,explicit_csv,,start_boost,1.0446299592933017,1,0.00536,,,1.0,1.0,1,0.0,0.0,0.0,0.00536
136,5,2,explicit_csv,,start_boost,1.0447847359762243,1,0.0054,,,1.0,1.0,1,0.0,0.0,0.0,0.0054
137,6,1,explicit_csv,,start_boost,1.04493986966479,1,0.00544,,,1.0,1.0,1,0.0,0.0,0.0,0.00544
138,7,2,explicit_csv,,start_boost,1.0450953603524447,1,0.00548,,,1.0,1.0,1,0.0,0.0,0.0,0.00548
139,8,1,explicit_csv,,start_boost,1.04525120802832,1,0.00552,,,1.0,1.0,1,0.0,0.0,0.0,0.00552
140,9,2,explicit_csv,,start_boost,1.0454074126772193,1,0.00556,,,1.0,1.0,1,0.0,0.0,0.0,0.00556
141,1,1,explicit_csv,,start_boost,1.045563974279602,1,0.0056,,,1.0,1.0,1,0.0,0.0,0.0,0.0056
142,2,2,explicit_csv,,start_boost,1.0457208928115689,1,0.00564,,,1.0,1.0,1,0.0,0.0,0.0,0.00564
143,5,1,explicit_csv,,start_boost,1.0458781682448488,1,0.00568,,,1.0,1.0,1,0.0,0.0,0.0,0.00568
144,6,2,explicit_csv,,start_boost,1.0460358005467825,1,0.00572,,,1.0,1.0,1,0.0,0.0,0.0,0.00572
145,7,1,explicit_csv,,start_boost,1.0461937896803086,1,0.00576,,,1.0,1.0,1,0.0,0.0,0.0,0.00576
146,8,2,explicit_csv,,start_boost,1.0463521356039498,1,0.0058,,,1.0,1.0,1,0.0,0.0,0.0,0.0058
147,9,1,explicit_csv,,start_boost,1.0465108382717967,1,0.00584,,,1.0,1.0,1,0.0,0.0,0.0,0.00584
148,1,2,explicit_csv,,start_boost,1.0466698976334956,1,0.00588,,,1.0,1.0,1,0.0,0.0,0.0,0.00588
149,2,1,explicit_csv,,start_boost,1.0468293136342315,1,0.00592,,,1.0,1.0,1,0.0,0.0,0.0,0.00592
150,5,2,explicit_csv,,start_boost,1.0469890862147164,1,0.00596,,,1.0,1.0,1,0.0,0.0,0.0,0.00596
151,6,1,explicit_csv,,start_boost,1.0471492153111728,1,0.006,,,1.0,1.0,1,0.0,0.0,0.0,0.006
152,7,2,explicit_csv,,start_boost,1.0473097008553203,1,0.00604,,,1.0,1.0,1,0.0,0.0,0.0,0.00604
153,8,1,explicit_csv,,start_boost,1.047470542774362,1,0.00608,,,1.0,1.0,1,0.0,0.0,0.0,0.00608
154,9,2,explicit_csv,,start_boost,1.0476317409909688,1,0.00612,,,1.0,1.0,1,0.0,0.0,0.0,0.00612
155,1,1,explicit_csv,,start_boost,1.0477932954232663,1,0.00616,,,1.0,1.0,1,0.0,0.0,0.0,0.00616
156,2,2,explicit_csv,,start_boost,1.0479552059848207,1,0.0062,,,1.0,1.0,1,0.0,0.0,0.0,0.0062
157,5,1,explicit_csv,,start_boost,1.048117472584624,1,0.00624,,,1.0,1.0,1,0.0,0.0,0.0,0.00624
158,6,2,explicit_csv,,start_boost,1.0482800951270808,1,0.00628,,,1.0,1.0,1,0.0,0.0,0.0,0.00628
159,7,1,explicit_csv,,start_boost,1.0484430735119936,1,0.00632,,,1.0,1.0,1,0.0,0.0,0.0,0.00632
160,8,2,explicit_csv,,start_boost,1.0486064076345492,1,0.00636,,,1.0,1.0,1,0.0,0.0,0.0,0.00636
161,9,1,explicit_csv,,start_boost,1.048770097385305,1,0.0064,,,1.0,1.0,1,0.0,0.0,0.0,0.0064
162,1,2,explicit_csv,,start_boost,1.0489341426501744,1,0.00644,,,1.0,1.0,1,0.0,0.0,0.0,0.00644
163,2,1,explicit_csv,,start_boost,1.049098543310414,1,0.00648,,,1.0,1.0,1,0.0,0.0,0.0,0.00648
164,5,2,explicit_csv,,start_boost,1.0492632992426094,1,0.00652,,,1.0,1.0,1,0.0,0.0,0.0,0.00652
165,6,1,explicit_csv,,start_boost,1.0494284103186606,1,0.00656,,,1.0,1.0,1,0.0,0.0,0.0,0.00656
166,7,2,explicit_csv,,start_boost,1.0495938764057702,1,0.0066,,,1.0,1.0,1,0.0,0.0,0.0,0.0066
167,8,1,explicit_csv,,start_boost,1.0497596973664278,1,0.00664,,,1.0,1.0,1,0.0,0.0,0.0,0.00664
168,9,2,explicit_csv,,start_boost,1.049925873058398,1,0.00668,,,1.0,1.0,1,0.0,0.0,0.0,0.00668
169,1,1,explicit_csv,,start_boost,1.050092403334706,1,0.00672,,,1.0,1.0,1,0.0,0.0,0.0,0.00672
170,2,2,explicit_csv,,start_boost,1.0502592880436246,1,0.00676,,,1.0,1.0,1,0.0,0.0,0.0,0.00676
171,5,1,explicit_csv,,start_boost,1.0504265270286601,1,0.0068,,,1.0,1.0,1,0.0,0.0,0.0,0.0068
172,6,2,explicit_csv,,start_boost,1.0505941201285394,1,0.00684,,,1.0,1.0,1,0.0,0.0,0.0,0.00684
173,7,1,explicit_csv,,start_boost,1.0507620671771971,1,0.00688,,,1.0,1.0,1,0.0,0.0,0.0,0.00688
174,8,2,explicit_csv,,start_boost,1.0509303680037616,1,0.00692,,,1.0,1.0,1,0.0,0.0,0.0,0.00692
175,9,1,explicit_csv,,start_boost,1.0510990224325418,1,0.00696,,,1.0,1.0,1,0.0,0.0,0.0,0.00696
176,1,2,explicit_csv,,start_boost,1.0512680302830146,1,0.007,,,1.0,1.0,1,0.0,0.0,0.0,0.007
177,2,1,explicit_csv,,start_boost,1.0514373913698114,1,0.00704,,,1.0,1.0,1,0.0,0.0,0.0,0.00704
178,5,2,explicit_csv,,start_boost,1.0516071055027043,1,0.00708,,,1.0,1.0,1,0.0,0.0,0.0,0.00708
179,6,1,explicit_csv,,start_boost,1.051777172486595,1,0.00712,,,1.0,1.0,1,0.0,0.0,0.0,0.00712
180,7,2,explicit_csv,,start_boost,1.0519475921214996,1,0.00716,,,1.0,1.0,1,0.0,0.0,0.0,0.00716
181,8,1,explicit_csv,,start_boost,1.0521183642025378,1,0.0072,,,1.0,1.0,1,0.0,0.0,0.0,0.0072
182,9,2,explicit_csv,,start_boost,1.0522894885199183,1,0.00724,,,1.0,1.0,1,0.0,0.0,0.0,0.00724
183,1,1,explicit_csv,,start_boost,1.0524609648589272,1,0.00728,,,1.0,1.0,1,0.0,0.0,0.0,0.00728
184,2,2,explicit_csv,,start_boost,1.0526327929999146,1,0.00732,,,1.0,1.0,1,0.0,0.0,0.0,0.00732
185,5,1,explicit_csv,,start_boost,1.0528049727182827,1,0.00736,,,1.0,1.0,1,0.0,0.0,0.0,0.00736
186,6,2,explicit_csv,,start_boost,1.0529775037844717,1,0.0074,,,1.0,1.0,1,0.0,0.0,0.0,0.0074
187,7,1,explicit_csv,,start_boost,1.0531503859639497,1,0.00744,,,1.0,1.0,1,0.0,0.0,0.0,0.00744
188,8,2,explicit_csv,,start_boost,1.0533236190171973,1,0.00748,,,1.0,1.0,1,0.0,0.0,0.0,0.00748
189,9,1,explicit_csv,,start_boost,1.0534972026996974,1,0.00752,,,1.0,1.0,1,0.0,0.0,0.0,0.00752
190,1,2,explicit_csv,,start_boost,1.053671136761922,1,0.00756,,,1.0,1.0,1,0.0,0.0,0.0,0.00756
191,2,1,explicit_csv,,start_boost,1.05384542094932,1,0.0076,,,1.0,1.0,1,0.0,0.0,0.0,0.0076
192,5,2,explicit_csv,,start_boost,1.0540200550023042,1,0.00764,,,1.0,1.0,1,0.0,0.0,0.0,0.00764
193,6,1,explicit_csv,,start_boost,1.0541950386562409,1,0.00768,,,1.0,1.0,1,0.0,0.0,0.0,0.00768
194,7,2,explicit_csv,,start_boost,1.0543703716414357,1,0.00772,,,1.0,1.0,1,0.0,0.0,0.0,0.00772
195,8,1,explicit_csv,,start_boost,1.0545460536831228,1,0.00776,,,1.0,1.0,1,0.0,0.0,0.0,0.00776
196,9,2,explicit_csv,,start_boost,1.0547220845014529,1,0.0078,,,1.0,1.0,1,0.0,0.0,0.0,0.0078
197,1,1,explicit_csv,,start_boost,1.05489846381148,1,0.00784,,,1.0,1.0,1,0.0,0.0,0.0,0.00784
198,2,2,explicit_csv,,start_boost,1.0550751913231515,1,0.00788,,,1.0,1.0,1,0.0,0.0,0.0,0.00788
199,5,1,explicit_csv,,start_boost,1.0552522667412947,1,0.00792,,,1.0,1.0,1,0.0,0.0,0.0,0.00792
200,6,2,explicit_csv,,start_boost,1.055429689765606,1,0.00796,,,1.0,1.0,1,0.0,0.0,0.0,0.00796
201,7,1,explicit_csv,,start_boost,1.0556074600906389,1,0.008,,,1.0,1.0,1,0.0,0.0,0.0,0.008
202,8,2,explicit_csv,,start_boost,1.055785577405792,1,0.00804,,,1.0,1.0,1,0.0,0.0,0.0,0.00804
203,9,1,explicit_csv,,start_boost,1.0559640413952989,1,0.00808,,,1.0,1.0,1,0.0,0.0,0.0,0.00808
204,1,2,explicit_csv,,start_boost,1.056142851738214,1,0.00812,,,1.0,1.0,1,0.0,0.0,0.0,0.00812
205,2,1,explicit_csv,,start_boost,1.0563220081084044,1,0.00816,,,1.0,1.0,1,0.0,0.0,0.0,0.00816
206,5,2,explicit_csv,,start_boost,1.0565015101745359,1,0.0082,,,1.0,1.0,1,0.0,0.0,0.0,0.0082
207,6,1,explicit_csv,,start_boost,1.0566813576000629,1,0.00824,,,1.0,1.0,1,0.0,0.0,0.0,0.00824
208,7,2,explicit_csv,,start_boost,1.0568615500432172,1,0.00828,,,1.0,1.0,1,0.0,0.0,0.0,0.00828
209,8,1,explicit_csv,,start_boost,1.0570420871569963,1,0.00832,,,1.0,1.0,1,0.0,0.0,0.0,0.00832
210,9,2,explicit_csv,,start_boost,1.0572229685891528,1,0.00836,,,1.0,1.0,1,0.0,0.0,0.0,0.00836
211,1,1,explicit_csv,,start_boost,1.0574041939821834,1,0.0084,,,1.0,1.0,1,0.0,0.0,0.0,0.0084
212,2,2,explicit_csv,,start_boost,1.0575857629733179,1,0.00844,,,1.0,1.0,1,0.0,0.0,0.0,0.00844
213,5,1,explicit_csv,,start_boost,1.0577676751945075,1,0.00848,,,1.0,1.0,1,0.0,0.0,0.0,0.00848
214,6,2,explicit_csv,,start_boost,1.0579499302724158,1,0.00852,,,1.0,1.0,1,0.0,0.0,0.0,0.00852
215,7,1,explicit_csv,,start_boost,1.0581325278284064,1,0.00856,,,1.0,1.0,1,0.0,0.0,0.0,0.00856
